850,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1140,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
880,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1140,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
460,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
540,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
490,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
570,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 M3系列,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1480,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1510,联想 Miix 4 Pro (Miix 710) 系列,固态硬盘240GB-288GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
