150,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
150,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
2,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无法开机/自动重启/工程模式,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
60,HTC One M9+,屏幕有缺角/碎裂,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
50,HTC One M9+,很少使用，完美无任何痕迹,显示异常，有局部花屏/老化,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
5,HTC One M9+,很少使用，完美无任何痕迹,屏幕无法正常显示,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,主板维修（主板拆修或故障）,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
50,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,触摸失灵/延迟
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,机身进水或受潮
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,缺失尾插小板/摄像头
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,通话功能不正常
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,拍摄模糊/抖动/有斑
35,HTC One M9+,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,正常开机进入桌面,无维修情况,香港行货（香港购买，全球联保）,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,无线无法打开/无法连接
