1510,苹果 12年 13寸 MacBook Pro,固态硬盘128GB,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1510,苹果 12年 13寸 MacBook Pro,固态硬盘240GB,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1510,苹果 12年 13寸 MacBook Pro,固态硬盘256GB,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1230,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘100GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1230,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘160GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1370,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1340,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘320GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1740,苹果 12年 13寸 MacBook Pro,固态硬盘128GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
2060,苹果 12年 13寸 MacBook Pro,固态硬盘240GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
2060,苹果 12年 13寸 MacBook Pro,固态硬盘256GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1980,苹果 12年 13寸 MacBook Pro,固态硬盘512GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1340,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘160GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1340,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘250GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1570,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1820,苹果 12年 13寸 MacBook Pro,固态硬盘120GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1820,苹果 12年 13寸 MacBook Pro,固态硬盘128GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1950,苹果 12年 13寸 MacBook Pro,固态硬盘256GB,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1570,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘640GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1570,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘750GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1570,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘1TB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1800,苹果 12年 13寸 MacBook Pro,固态硬盘128GB,2.5GHz Intel Core i5,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
2190,苹果 12年 13寸 MacBook Pro,固态硬盘256GB,2.5GHz Intel Core i5,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
2010,苹果 12年 13寸 MacBook Pro,固态硬盘320GB,2.5GHz Intel Core i5,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
2610,苹果 12年 13寸 MacBook Pro,固态硬盘512GB,2.5GHz Intel Core i5,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,不含机械硬盘,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
1790,苹果 12年 13寸 MacBook Pro,不含固态硬盘,2.5GHz Intel Core i5,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,普通屏（机身带吸入式光驱）,机械硬盘500GB,Intel HD 4000,无硬件锁,显卡功能正常,不缺件
