890,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
910,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
860,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
890,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
960,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.8GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
940,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.8GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
810,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.8GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA GeForce 9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
880,苹果 09年 17寸 MacBook Pro,固态硬盘120GB,2.8GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA GeForce 9600M GT,几乎全新，无任何瑕疵,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
790,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.8GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA GeForce 9600M GT,几乎全新，无任何瑕疵,机械硬盘500GB,无硬件锁,显卡功能正常,不缺件
730,苹果 09年 17寸 MacBook Pro,固态硬盘120GB,2.8GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA GeForce 9400M,几乎全新，无任何瑕疵,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
980,苹果 09年 17寸 MacBook Pro,固态硬盘120GB,2.8GHz Intel Core 2 Duo,4GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
890,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
130,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
40,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,几乎全新，无任何瑕疵,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
770,苹果 09年 17寸 MacBook Pro,不含固态硬盘,2.66GHz Intel Core 2 Duo,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,NVIDIA 9400M+9600M GT,无磕碰掉漆，有轻微划痕,机械硬盘320GB,无硬件锁,显卡功能正常,不缺件
