95,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件
2,苹果 塑料壳 07年 13寸 MacBook,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件
2,苹果 塑料壳 07年 13寸 MacBook,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件
75,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,二个面磕碰、掉漆,无硬件锁,不缺件
65,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有多处磕碰、掉漆,无硬件锁,不缺件
75,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件
35,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件
75,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,几乎全新，无任何瑕疵,无硬件锁,不缺件
35,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,几乎全新，无任何瑕疵,无硬件锁,不缺件
2,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,机身进水
2,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,严重维修
45,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,硬盘损坏、健康度低、硬盘锁
65,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,键盘外观磨损、功能异常
45,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,无电池，电池鼓胀或不供电
65,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,触摸板外观磨损、功能异常 
45,苹果 塑料壳 07年 13寸 MacBook,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,无硬件锁,不缺件,接口功能异常
