5560,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
6480,苹果 18年 13寸 MacBook Air,固态硬盘256GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
6880,苹果 18年 13寸 MacBook Air,固态硬盘512GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
7380,苹果 18年 13寸 MacBook Air,固态硬盘1.5TB,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
5900,苹果 18年 13寸 MacBook Air,固态硬盘128GB,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
7090,苹果 18年 13寸 MacBook Air,固态硬盘512GB,16GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
5560,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
830,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
270,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
5110,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无磕碰掉漆，有轻微划痕,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
5000,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,仅有1-2处磕碰掉漆,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
4050,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有多处磕碰、掉漆,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
4560,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
3110,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
4560,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
3110,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
1660,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,机身进水
1660,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,严重维修
3440,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
4280,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
3440,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
4280,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
3440,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件,接口功能异常
2440,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Touchbar功能异常,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
3440,苹果 18年 13寸 MacBook Air,固态硬盘128GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,摄像头功能异常,1.6GHz Intel Core i5,保修1个月以上,大陆国行,Intel UHD Graphics 617,无硬件锁,显卡功能正常,不缺件
