2320,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
2690,雷神 911M-M5T 系列,固态硬盘240GB-288GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
2990,雷神 911M-M5T 系列,固态硬盘240GB-288GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,不含机械硬盘,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
2320,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
340,雷神 911M-M5T 系列,不含固态硬盘,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
110,雷神 911M-M5T 系列,不含固态硬盘,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
2130,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,无磕碰掉漆，有轻微划痕,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
2090,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,仅有1-2处磕碰掉漆,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
1670,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,有多处磕碰、掉漆,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
1920,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
1300,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
1920,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
1300,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件
690,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件,机身进水
690,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件,严重维修
1430,雷神 911M-M5T 系列,不含固态硬盘,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,4G独立显卡,8GB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
