2380,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2580,雷神 911-S5Ta 系列,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2410,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,10GB-14GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2470,雷神 911-S5Ta 系列,固态硬盘120GB-192GB,10GB-14GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2440,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2500,雷神 911-S5Ta 系列,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2380,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
350,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,8GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
110,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,8GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2190,雷神 911-S5Ta 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无磕碰掉漆，有轻微划痕,4G独立显卡,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
