1330,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1630,联想 Miix520 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1330,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1630,联想 Miix520 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2230,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2500,联想 Miix520 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2810,联想 Miix520 系列,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3050,联想 Miix520 系列,固态硬盘240GB-288GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2230,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2500,联想 Miix520 系列,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
2810,联想 Miix520 系列,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3050,联想 Miix520 系列,固态硬盘240GB-288GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3530,联想 Miix520 系列,固态硬盘480GB-512GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3530,联想 Miix520 系列,固态硬盘480GB-512GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
4170,联想 Miix520 系列,固态硬盘1TB及以上,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
4170,联想 Miix520 系列,固态硬盘1TB及以上,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3230,联想 Miix520 系列,固态硬盘240GB-288GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3230,联想 Miix520 系列,固态硬盘480GB-512GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
3230,联想 Miix520 系列,固态硬盘480GB-512GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,不含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1330,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
200,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
65,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,几乎全新，无任何瑕疵,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1270,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,无磕碰掉漆，有轻微划痕,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
1230,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,仅有1-2处磕碰掉漆,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
960,联想 Miix520 系列,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 7代,有多处磕碰、掉漆,含原装键盘,核芯/集成显卡,保修1个月以上,大陆国行,不含机械硬盘,无硬件锁,显卡功能正常,不缺件
